"id","created_at","updated_at","amount","metadata","tx_hash","block_number","contract_address","buyer_id","paylink_invoice_id","paylink_reference_id","payment_status","payment_type","referral_system_status","jggl_pack_id","discount_rate","full_amount","atla_pack_id"
1489,2025-11-20 19:03:54.513 +0300,2025-11-20 19:03:55.847 +0300,150.000000,"{""buyer"": 1288, ""userId"": 1288, ""amountUSDT"": ""150000000"", ""atlaAmount"": ""0"", ""fullAmountUSDT"": ""150000000"", ""payment_method"": ""card""}",PAYID-ATL-1763654634-2a5a2f4d,0,PAYID,1288,,ATL-1763654634-2a5a2f4d,PENDING,PAYID,0,1,0.0000,150.000000,
1490,2025-11-20 19:09:45.759 +0300,2025-11-20 19:25:54.677 +0300,150.000000,"{""buyer"": 1288, ""userId"": 1288, ""amountUSDT"": ""150000000"", ""atlaAmount"": ""0"", ""fullAmountUSDT"": ""150000000"", ""payment_method"": ""card""}",PAYID-ATL-1763654985-26c12c5e,0,PAYID,1288,,ATL-1763654985-26c12c5e,COMPLETED,PAYID,1,1,0.0000,150.000000,
1098,2025-11-05 19:26:40.768 +0300,2025-11-05 19:26:41.523 +0300,10000.000000,"{""buyer"": 89, ""userId"": 89, ""amountUSDT"": ""10000000000"", ""atlaAmount"": ""0"", ""fullAmountUSDT"": ""10000000000"", ""payment_method"": ""card""}",PAYID-ATL-1762360000-9f0a65d5,0,PAYID,89,,ATL-1762360000-9f0a65d5,PENDING,PAYID,0,4,0.0000,10000.000000,
854,2025-10-30 04:23:48.000 +0300,2025-10-30 04:24:59.356 +0300,30.000000,"{""buyer"": ""TW9Mm685wWPVV8nrtTSL2z369DQuDUWE1a"", ""amountUSDT"": ""30000000"", ""atlaAmount"": ""4000000000000000000"", ""contract_name"": ""PurchaseMlm"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""4""}",c272cb1f08015dbfa17a5b1728f380b280ad604cbea66eb7e1e2e32b4d3f2241,77042139,TPCGvvYPTAPKsZUJXXFcWsqEMNbLEGWymU,6956,,,COMPLETED,CRYPTO,1,,0.0500,31.578947,
856,2025-10-30 05:40:57.000 +0300,2025-10-30 05:42:42.143 +0300,90.000000,"{""buyer"": ""TUwWTHNdPMvfgxQbWYZjp8gTjuBXMqzUwW"", ""amountUSDT"": ""90000000"", ""atlaAmount"": ""12000000000000000000"", ""contract_name"": ""PurchaseMlm"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""12""}","56e00f7d63a2bd587367704798ff8c53a3538bf5a1408b72bd11d4db2dafa859",77043682,TPCGvvYPTAPKsZUJXXFcWsqEMNbLEGWymU,7425,,,COMPLETED,CRYPTO,1,,0.0500,94.736842,
938,2025-10-30 18:47:51.295 +0300,2025-10-30 18:49:24.825 +0300,15.000000,"{""buyer"": 4936, ""userId"": 4936, ""amountUSDT"": ""15000000"", ""atlaAmount"": ""1000000000000000000.000"", ""payment_method"": ""card"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""1.000""}",PAYID-ATL-1761839271-02ebf577,0,PAYID,4936,,ATL-1761839271-02ebf577,COMPLETED,PAYID,1,,0.0000,15.000000,
1493,2025-11-20 20:27:30.000 +0300,2025-11-20 20:28:36.283 +0300,150.000000,"{""buyer"": ""TDYqUmuvspEeHxLQjJUpo5TeF3rTWziD2H"", ""packId"": ""1"", ""roundId"": ""1"", ""amountUSDT"": ""150000000"", ""contract_name"": ""Purchase""}",b583a93fe9c3267f6caee015c43978101f7ad1ff126bc965cc54b3410c03048c,77666032,TUcK1uRsaNYsoVL2ggeyeiz1isBCV9TvwN,1181,,,COMPLETED,CRYPTO,1,1,0.0000,150.000000,
25,2025-10-09 18:35:54.180 +0300,2025-10-09 18:35:54.180 +0300,100.000000,"{""buyer"": 1044, ""userId"": 1044, ""amountUSDT"": ""100000000"", ""atlaAmount"": ""6666000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1760024154-bc6e3a0d,0,PAYID,1044,,ATL-1760024154-bc6e3a0d,PENDING,PAYID,0,,0.0000,100.000000,
1492,2025-11-20 20:10:39.000 +0300,2025-11-20 20:11:46.350 +0300,5000.000000,"{""buyer"": ""TJDhfgKqgiXwUDriVVJ87uh7mWxHcAbHBA"", ""packId"": ""3"", ""roundId"": ""1"", ""amountUSDT"": ""5000000000"", ""contract_name"": ""Purchase""}",eddaa489771d5ac5a98f6eacfff85de6650fd57a402e467bad71d9d765f7c457,77665695,TUcK1uRsaNYsoVL2ggeyeiz1isBCV9TvwN,26771,,,COMPLETED,CRYPTO,1,3,0.0000,5000.000000,
1089,2025-11-05 01:20:49.144 +0300,2025-11-05 01:21:51.769 +0300,15.000000,"{""buyer"": 966, ""userId"": 966, ""amountUSDT"": ""15000000"", ""atlaAmount"": ""1000000000000000000.000"", ""fullAmountUSDT"": ""15000000"", ""payment_method"": ""card"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""1.000""}",PAYID-ATL-1762294849-10ee3a6e,0,PAYID,966,,ATL-1762294849-10ee3a6e,COMPLETED,PAYID,1,,0.0000,15.000000,
988,2025-11-02 14:49:25.492 +0300,2025-11-02 14:49:26.316 +0300,10000.000000,"{""buyer"": 24424, ""userId"": 24424, ""amountUSDT"": ""10000000000"", ""atlaAmount"": ""699300000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1762084165-f0353bc5,0,PAYID,24424,,ATL-1762084165-f0353bc5,PENDING,PAYID,0,,0.0000,10000.000000,
991,2025-11-02 14:56:35.109 +0300,2025-11-02 14:56:35.534 +0300,10000.000000,"{""buyer"": 24424, ""userId"": 24424, ""amountUSDT"": ""10000000000"", ""atlaAmount"": ""699300000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1762084595-ea45cefa,0,PAYID,24424,,ATL-1762084595-ea45cefa,PENDING,PAYID,0,,0.0000,10000.000000,
1494,2025-11-20 20:42:42.000 +0300,2025-11-20 20:43:56.472 +0300,1000.000000,"{""buyer"": ""TKZf6nqv6foBBstJ6nMDBkvcG9JiY4cMYu"", ""packId"": ""2"", ""roundId"": ""1"", ""amountUSDT"": ""1000000000"", ""contract_name"": ""Purchase""}","3cf42d0de95d72c591ba7e2a0fe2ea773bc77fdf6d8ae5c19a378928633ab044",77666336,TUcK1uRsaNYsoVL2ggeyeiz1isBCV9TvwN,4172,,,COMPLETED,CRYPTO,1,2,0.0000,1000.000000,
1495,2025-11-20 21:25:21.000 +0300,2025-11-20 21:26:34.676 +0300,14.250000,"{""buyer"": ""TGtqF8nyPyMvHUHC3i4kQJkuA2CLrBuuk7"", ""amountUSDT"": ""14250000"", ""atlaAmount"": ""1000000000000000000"", ""contract_name"": ""PurchaseMlm"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""1""}",fafec1676b1d437d78ddd0bd541c2fdb818093b54d46fa4293df0093a2195e96,77667187,TPCGvvYPTAPKsZUJXXFcWsqEMNbLEGWymU,14456,,,COMPLETED,CRYPTO,1,,0.0000,14.250000,
1496,2025-11-20 21:34:03.000 +0300,2025-11-20 21:36:17.453 +0300,150.000000,"{""buyer"": ""TG1bfXEriqKtgXYXy9B6cdRPs6i1W6EgDX"", ""packId"": ""1"", ""roundId"": ""1"", ""amountUSDT"": ""150000000"", ""contract_name"": ""Purchase""}",e894acc1baa9d4792fa4095798a3efa1fab93db9c0925dd4da3a944360647f2f,77667361,TUcK1uRsaNYsoVL2ggeyeiz1isBCV9TvwN,935,,,COMPLETED,CRYPTO,1,1,0.0000,150.000000,
1497,2025-11-20 21:47:24.000 +0300,2025-11-20 21:48:38.090 +0300,150.000000,"{""buyer"": ""TP8tXy4tQJq2TJUaMtQawfwsnYfsPnixme"", ""packId"": ""1"", ""roundId"": ""1"", ""amountUSDT"": ""150000000"", ""contract_name"": ""Purchase""}","77efb5a9d50bc95b68c343d5c5144693aebbc66679cdc40183a4c22a1a066530",77667628,TUcK1uRsaNYsoVL2ggeyeiz1isBCV9TvwN,899,,,COMPLETED,CRYPTO,1,1,0.0000,150.000000,
855,2025-10-30 04:48:33.000 +0300,2025-10-30 04:49:39.311 +0300,15.000000,"{""buyer"": ""TUUWf4UyUrLTD75V2ghv8fCe6VuPm88Bzq"", ""amountUSDT"": ""15000000"", ""atlaAmount"": ""2000000000000000000"", ""contract_name"": ""PurchaseInfl"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""2""}","3ed9bfba1377fc15e091e0cfaf7eed0e0dea52e6f5dbab8edeae26a8d72acc0c",77042634,TPCGvvYPTAPKsZUJXXFcWsqEMNbLEGWymU,5885,,,COMPLETED,CRYPTO,1,,0.0000,15.000000,
1491,2025-11-20 19:56:54.000 +0300,2025-11-20 19:58:06.207 +0300,1000.000000,"{""buyer"": ""TEhQmrEBPDwcYjYMzph3bKVg9teQFS9kdi"", ""packId"": ""2"", ""roundId"": ""1"", ""amountUSDT"": ""1000000000"", ""contract_name"": ""Purchase""}",ccef56086f643ca797277847b6d06c5810696f7a326f6afe1aa158b3734bf3ad,77665420,TUcK1uRsaNYsoVL2ggeyeiz1isBCV9TvwN,26770,,,COMPLETED,CRYPTO,1,2,0.0000,1000.000000,
1099,2025-11-05 22:03:36.000 +0300,2025-11-05 22:04:45.392 +0300,150.000000,"{""buyer"": ""TA3N7bWBks3MAM7UPcH8PZ36D14msLDifk"", ""packId"": ""1"", ""roundId"": ""1"", ""amountUSDT"": ""150000000"", ""contract_name"": ""Purchase""}","22b0440c1ad611c6b65b1f64081ee8a7f3f8fbf74e92189445dd293b4a38e6a9",77236078,TUcK1uRsaNYsoVL2ggeyeiz1isBCV9TvwN,25196,,,COMPLETED,CRYPTO,1,1,0.0000,150.000000,
859,2025-10-30 06:16:30.000 +0300,2025-10-30 06:17:37.309 +0300,30.000000,"{""buyer"": ""TRrzW99iUR3HnW992kDAbyK4FGWeLqTfTN"", ""amountUSDT"": ""30000000"", ""atlaAmount"": ""4000000000000000000"", ""contract_name"": ""PurchaseMlm"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""4""}","90b18707e8de99daf5e38b5e4b88db060d17e86dc71618c7d7e5b97a7bbdf65b",77044393,TPCGvvYPTAPKsZUJXXFcWsqEMNbLEGWymU,1127,,,COMPLETED,CRYPTO,1,,0.0500,31.578947,
940,2025-10-30 19:37:51.000 +0300,2025-10-30 19:38:58.688 +0300,15.000000,"{""buyer"": ""TKpU3ov9Lm9k2CRxHWpFxsFgK1UaviLoVm"", ""amountUSDT"": ""15000000"", ""atlaAmount"": ""1000000000000000000"", ""contract_name"": ""PurchaseMlm"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""1""}",a867c0e2497a914c4031a3059062f40bea8fd7737f9c2b2b1002b389e3e7b004,77060415,TPCGvvYPTAPKsZUJXXFcWsqEMNbLEGWymU,1444,,,COMPLETED,CRYPTO,1,,0.0500,15.789474,
1102,2025-11-05 22:28:48.966 +0300,2025-11-05 22:28:49.703 +0300,15.000000,"{""buyer"": 25201, ""userId"": 25201, ""amountUSDT"": ""15000000"", ""atlaAmount"": ""1000000000000000000.000"", ""fullAmountUSDT"": ""15000000"", ""payment_method"": ""card""}",PAYID-ATL-1762370928-90ddca45,0,PAYID,25201,,ATL-1762370928-90ddca45,PENDING,PAYID,0,,0.0000,15.000000,
1103,2025-11-05 22:34:50.903 +0300,2025-11-05 22:34:51.736 +0300,15.000000,"{""buyer"": 25197, ""userId"": 25197, ""amountUSDT"": ""15000000"", ""atlaAmount"": ""1052000000000000000.000"", ""fullAmountUSDT"": ""15789473.68421052631578947368"", ""payment_method"": ""card""}",PAYID-ATL-1762371290-25936ef2,0,PAYID,25197,,ATL-1762371290-25936ef2,PENDING,PAYID,0,,0.0500,15.789474,
1105,2025-11-05 22:58:57.000 +0300,2025-11-05 23:00:06.239 +0300,1.110000,"{""buyer"": ""TMsnnwczbKkBE6TDQDvzojnsP2i5Gh2JtH"", ""packId"": ""1"", ""roundId"": ""1"", ""amountUSDT"": ""1110000"", ""contract_name"": ""Purchase""}","0e13f37bd45c1167f83e9cf19f607ab88195b26bcf27ae87513677d89c9ed8cb",77237185,TUcK1uRsaNYsoVL2ggeyeiz1isBCV9TvwN,25015,,,COMPLETED,CRYPTO,1,,0.0000,1.110000,
1104,2025-11-05 22:38:42.000 +0300,2025-11-05 22:39:52.870 +0300,300.000000,"{""buyer"": ""TArGV3CwTJ2DUTgd8SR9Jtt5NTYP2ckVMR"", ""amountUSDT"": ""300000000"", ""atlaAmount"": ""21337000000000000000"", ""contract_name"": ""PurchaseMlm"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""21.337""}",fd1f96f89458213ddf04542099d2286afb03c1eaeb201bf1839269f3996b1c1c,77236780,TPCGvvYPTAPKsZUJXXFcWsqEMNbLEGWymU,1966,,,COMPLETED,CRYPTO,1,,0.0000,300.000000,
1107,2025-11-06 00:40:02.442 +0300,2025-11-06 00:40:06.248 +0300,15.000000,"{""buyer"": 25260, ""userId"": 25260, ""amountUSDT"": ""15000000"", ""atlaAmount"": ""1000000000000000000.000"", ""fullAmountUSDT"": ""15000000"", ""payment_method"": ""card""}",PAYID-ATL-1762378802-b43ac9e6,0,PAYID,25260,,ATL-1762378802-b43ac9e6,PENDING,PAYID,0,,0.0000,15.000000,
989,2025-11-02 14:51:21.042 +0300,2025-11-02 14:51:21.777 +0300,56.000000,"{""buyer"": 24424, ""userId"": 24424, ""amountUSDT"": ""56000000"", ""atlaAmount"": ""3733000000000000000.000"", ""payment_method"": ""card""}",PAYID-ATL-1762084281-d1504cb3,0,PAYID,24424,,ATL-1762084281-d1504cb3,PENDING,PAYID,0,,0.0000,56.000000,
1110,2025-11-06 12:07:42.000 +0300,2025-11-06 12:08:51.146 +0300,100.000000,"{""buyer"": ""TRaEZLGR3xdb4efh8oKLYYT5JdhegZAdAK"", ""amountUSDT"": ""100000000"", ""atlaAmount"": ""7017000000000000000"", ""contract_name"": ""PurchaseMlm"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""7.017""}",c6fd181ba839a76d1902aa553ce4ca76b0bf3c0e94434b7d8b2377d1a03f65cd,77252956,TPCGvvYPTAPKsZUJXXFcWsqEMNbLEGWymU,2238,,,COMPLETED,CRYPTO,1,,0.0000,100.000000,
1109,2025-11-06 12:08:11.951 +0300,2025-11-06 12:08:12.823 +0300,123.000000,"{""buyer"": 25323, ""userId"": 25323, ""amountUSDT"": ""123000000"", ""atlaAmount"": ""8200000000000000000.000"", ""fullAmountUSDT"": ""123000000"", ""payment_method"": ""card""}",PAYID-ATL-1762420091-3c32d781,0,PAYID,25323,,ATL-1762420091-3c32d781,PENDING,PAYID,0,,0.0000,123.000000,
857,2025-10-30 05:55:00.000 +0300,2025-10-30 05:56:08.663 +0300,300.000000,"{""buyer"": ""TNTrqst1PJocjtEHLzEWMu1NHfXEYSP7wG"", ""amountUSDT"": ""300000000"", ""atlaAmount"": ""40540000000000000000"", ""contract_name"": ""PurchaseInfl"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""40.54""}","5fd390369c630e396483a9421b0cd50107532ccb6d068eb2e958fbfdbda9ba1f",77043963,TPCGvvYPTAPKsZUJXXFcWsqEMNbLEGWymU,5509,,,COMPLETED,CRYPTO,1,,0.0000,300.000000,
1111,2025-11-06 13:19:41.679 +0300,2025-11-06 13:19:42.520 +0300,10000.000000,"{""buyer"": 8974, ""userId"": 8974, ""amountUSDT"": ""10000000000"", ""atlaAmount"": ""0"", ""fullAmountUSDT"": ""10000000000"", ""payment_method"": ""card""}",PAYID-ATL-1762424381-46bb5206,0,PAYID,8974,,ATL-1762424381-46bb5206,PENDING,PAYID,0,4,0.0000,10000.000000,
1112,2025-11-06 14:26:24.047 +0300,2025-11-06 14:26:24.893 +0300,20.000000,"{""buyer"": 9780, ""userId"": 9780, ""amountUSDT"": ""20000000"", ""atlaAmount"": ""1403000000000000000.000"", ""fullAmountUSDT"": ""21052631.57894736842105263158"", ""payment_method"": ""card""}",PAYID-ATL-1762428384-1e846e14,0,PAYID,9780,,ATL-1762428384-1e846e14,PENDING,PAYID,0,,0.0500,21.052632,
858,2025-10-30 06:08:18.000 +0300,2025-10-30 06:09:27.270 +0300,45.000000,"{""buyer"": ""TUTCgQyDAP8P9YKztV1ygbAgAuecA6NhwG"", ""amountUSDT"": ""45000000"", ""atlaAmount"": ""6000000000000000000"", ""contract_name"": ""PurchaseMlm"", ""atlaCoinsCredited"": true, ""atlaCoinsCreditedAmount"": ""6""}","2abb4dc423d539e0bf926c217515bada60ee25473a803cbd0feb1b025432a92c",77044229,TPCGvvYPTAPKsZUJXXFcWsqEMNbLEGWymU,1118,,,COMPLETED,CRYPTO,1,,0.0500,47.368421,
1106,2025-11-05 22:59:21.000 +0300,2025-11-05 23:00:35.826 +0300,1.110000,"{""buyer"": ""TMsnnwczbKkBE6TDQDvzojnsP2i5Gh2JtH"", ""packId"": ""1"", ""roundId"": ""1"", ""amountUSDT"": ""1110000"", ""contract_name"": ""Purchase""}","9202282b4a5e83773964c00a66e534f133ce6c262f02b433ac5ae21815e68ba0",77237193,TUcK1uRsaNYsoVL2ggeyeiz1isBCV9TvwN,25015,,,COMPLETED,CRYPTO,1,,0.0000,1.110000,
